Ticker,Date,High,Low,Open,Close,Volume,Adj Close
AAPL,2012-12-31,76.4857177734375,72.71428680419922,72.93285369873047,76.02428436279297,164873100.0,53.7678337097168
AAPL,2013-01-02,79.28571319580078,77.37571716308594,79.11714172363281,78.43285369873047,140129500.0,55.47129440307617
AAPL,2013-01-03,78.52428436279297,77.28571319580078,78.26856994628906,77.44285583496094,88241300.0,54.771121978759766
AAPL,2013-01-04,76.9471435546875,75.11856842041016,76.70999908447266,75.28571319580078,148583400.0,53.2454833984375
AAPL,2013-01-07,75.61428833007812,73.5999984741211,74.57142639160156,74.84285736083984,121039100.0,52.932273864746094
AAPL,2013-01-08,75.98428344726562,74.46428680419922,75.60142517089844,75.0442886352539,114676800.0,53.07474136352539
AAPL,2013-01-09,75.00142669677734,73.71286010742188,74.64286041259766,73.87142944335938,101901100.0,52.245243072509766
AAPL,2013-01-10,75.53142547607422,73.64571380615234,75.50714111328125,74.78713989257812,150286500.0,52.89287185668945
AAPL,2013-01-11,75.04571533203125,74.14571380615234,74.42857360839844,74.32857513427734,87626700.0,52.56855010986328
AAPL,2013-01-14,72.5,71.21571350097656,71.81143188476562,71.67857360839844,183551900.0,50.69435119628906
AAPL,2013-01-15,71.28428649902344,69.05428314208984,71.18571472167969,69.41714477539062,219193100.0,49.094974517822266
AAPL,2013-01-16,72.77714538574219,70.35713958740234,70.66285705566406,72.29856872558594,172701200.0,51.132850646972656
AAPL,2013-01-17,72.96428680419922,71.71857452392578,72.90142822265625,71.81143188476562,113419600.0,50.7883186340332
AAPL,2013-01-18,71.74571228027344,70.9142837524414,71.2171401977539,71.42857360839844,118230700.0,50.51755142211914
AAPL,2013-01-22,72.55428314208984,70.9471435546875,72.08000183105469,72.11000061035156,115386600.0,50.999481201171875
AAPL,2013-01-23,73.56999969482422,72.11000061035156,72.68714141845703,73.43000030517578,215377400.0,51.933040618896484
AAPL,2013-01-24,66.5328598022461,64.32142639160156,65.71428680419922,64.35713958740234,365213100.0,45.51631164550781
AAPL,2013-01-25,65.17571258544922,62.14285659790039,64.52714538574219,62.84000015258789,302006600.0,44.44331359863281
AAPL,2013-01-28,64.7442855834961,62.26571273803711,62.547142028808594,64.26142883300781,196379400.0,45.44861602783203
AAPL,2013-01-29,65.74285888671875,64.58856964111328,65.5,65.4671401977539,142789500.0,46.30134201049805
AAPL,2013-01-30,66.0857162475586,64.92857360839844,65.28571319580078,65.26142883300781,104288800.0,46.15586471557617
AAPL,2013-01-31,65.6114273071289,64.99714660644531,65.2828598022461,65.06999969482422,79833600.0,46.02047348022461
AAPL,2013-02-01,65.63999938964844,64.05000305175781,65.58714294433594,64.8028564453125,134871100.0,45.8315315246582
AAPL,2013-02-04,65.13428497314453,63.14285659790039,64.84428405761719,63.18857192993164,119279300.0,44.689849853515625
AAPL,2013-02-05,65.67713928222656,63.174285888671875,63.43571472167969,65.40571594238281,143336900.0,46.257904052734375
AAPL,2013-02-06,66.64286041259766,64.65428924560547,65.20999908447266,65.3357162475586,148426600.0,46.20840835571289
AAPL,2013-02-07,67.14286041259766,64.87428283691406,66.17857360839844,66.8885726928711,176145200.0,49.3065071105957
AAPL,2013-02-08,68.40142822265625,66.89286041259766,67.71428680419922,67.85428619384766,158289600.0,50.01838302612305
AAPL,2013-02-11,69.27714538574219,67.60713958740234,68.07142639160156,68.56143188476562,129372600.0,50.53965377807617
AAPL,2013-02-12,68.91143035888672,66.81999969482422,68.50142669677734,66.84285736083984,152263300.0,49.27281188964844
AAPL,2013-02-13,67.66285705566406,66.17428588867188,66.7442855834961,66.71571350097656,118801900.0,49.17909240722656
AAPL,2013-02-14,67.37714385986328,66.28857421875,66.36000061035156,66.65571594238281,88818800.0,49.134857177734375
AAPL,2013-02-15,67.16571807861328,65.7028579711914,66.97856903076172,65.73714447021484,97936300.0,48.45774459838867
AAPL,2013-02-19,66.10428619384766,64.8357162475586,65.87142944335938,65.71286010742188,108945900.0,48.43983459472656
